type,title,date_added,release_year,rating,duration_seasons,listed_in,streaming_platform
TV Show,Steins;Gate,"September 5, 2017",2011,TV-14,1,"Anime, International, Mystery",Hulu
TV Show,The Devil is a Part-Timer!,"September 5, 2017",2013,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,The Sacred Blacksmith,"September 5, 2017",2009,TV-MA,1,"Anime, International",Hulu
TV Show,Tokyo Majin,"September 5, 2017",2007,TV-MA,1,"Anime, International",Hulu
TV Show,Total Divas,"September 5, 2017",2014,TV-14,9,"Documentaries, Reality",Hulu
TV Show,Tower of Druaga: The Aegis of Uruk,"September 5, 2017",2008,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Tower of Druaga: The Sword of Uruk,"September 5, 2017",2009,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Vandread,"September 5, 2017",2000,TV-14,2,"Anime, International, Science Fiction",Hulu
TV Show,Witchblade,"September 5, 2017",2006,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,WWE Superstars,"September 5, 2017",2009,TV-PG,3,Sports,Hulu
TV Show,XxxHolic,"September 5, 2017",2006,TV-PG,1,"Anime, Drama, Horror",Hulu
TV Show,How I Met Your Mother,"September 1, 2017",2005,TV-MA,9,"Comedy, Sitcom",Hulu
TV Show,Looking,"September 1, 2017",2014,TV-MA,2,"Comedy, LGBTQ+",Hulu
TV Show,Damien,"August 25, 2017",2016,TV-14,1,"Drama, Horror, Thriller",Hulu
TV Show,Hill Street Blues,"August 25, 2017",1981,TV-14,7,"Crime, Drama",Hulu
TV Show,The Boonies,"August 25, 2017",2016,TV-14,1,"Documentaries, Reality",Hulu
TV Show,Generation Kill,"August 19, 2017",2008,TV-MA,1,"Action, Adventure, Drama",Hulu
TV Show,Salem,"August 18, 2017",2014,TV-MA,3,"Drama, Thriller",Hulu
TV Show,Regular Show,"August 16, 2017",2010,TV-PG,8,"Cartoons, Comedy, Family",Hulu
TV Show,We Bare Bears,"August 11, 2017",2015,TV-Y7,2,"Cartoons, Comedy, Kids",Hulu
TV Show,Difficult People,"August 8, 2017",2015,TV-MA,3,"Comedy, Sitcom",Hulu
TV Show,Brickleberry,"July 28, 2017",2012,TV-MA,3,"Adult Animation, Comedy",Hulu
TV Show,Graceland,"July 28, 2017",2013,TV-14,3,"Action, Crime, Drama",Hulu
TV Show,Raising Hope,"July 19, 2017",2010,TV-14,4,"Comedy, Sitcom",Hulu
TV Show,Bordertown,"July 11, 2017",2016,TV-14,1,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,The Cleveland Show,"July 11, 2017",2009,TV-14,4,"Adult Animation, Black Stories, Comedy",Hulu
TV Show,Second Chance,"July 8, 2017",2016,TV-14,1,"Drama, Science Fiction",Hulu
TV Show,Touch,"July 7, 2017",2012,TV-14,2,"Drama, Mystery, Science Fiction",Hulu
TV Show,Don't Trust the B---- in Apt 23,"June 27, 2017",2012,TV-14,2,"Comedy, Sitcom",Hulu
TV Show,Black-ish en Español,"June 9, 2017",2014,TV-14,2,"Comedy, Latino, Sitcom",Hulu
TV Show,Sex&Drugs&Rock&Roll,"May 30, 2017",2015,TV-MA,2,"Comedy, Music, Sitcom",Hulu
TV Show,Underground,"May 18, 2017",2016,TV-MA,2,"Drama, History, Thriller",Hulu
TV Show,America's Next Top Model,"May 15, 2017",2011,TV-PG,22,"Lifestyle & Culture, Reality, Teen",Hulu
TV Show,DCI Banks,"May 1, 2017",2010,TV-MA,5,"Crime, Drama, International",Hulu
TV Show,Prey,"May 1, 2017",2014,TV-MA,2,"Crime, Drama, Horror",Hulu
TV Show,The Hitchhiker's Guide to the Galaxy,"May 1, 2017",1981,TV-14,1,"Action, Adventure, Comedy",Hulu
TV Show,The Kennedys (2015),"May 1, 2017",2015,TV-PG,1,"Comedy, Drama, International",Hulu
TV Show,Wayward Pines,"April 24, 2017",2015,TV-14,2,"Crime, Drama, Mystery",Hulu
TV Show,Boruto: Naruto Next Generations,"April 12, 2017",2017,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,The Shield,"April 6, 2017",2002,TV-MA,7,"Crime, Drama, Mystery",Hulu
TV Show,Dimension 404,"April 4, 2017",2017,TV-14,1,"Science Fiction, Teen",Hulu
TV Show,Shots Fired,"March 23, 2017",2017,TV-14,1,"Black Stories, Crime, Drama",Hulu
TV Show,Guilty Crown,"March 18, 2017",2011,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Psycho-Pass,"March 18, 2017",2012,TV-MA,2,"Action, Adventure, Anime",Hulu
TV Show,Seraph of the End: Vampire Reign,"March 18, 2017",2015,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Snow White With the Red Hair,"March 18, 2017",2015,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,A Certain Magical Index,"March 17, 2017",2008,TV-14,2,"Adventure, Anime",Hulu
TV Show,Cowboy Bebop,"March 17, 2017",1998,TV-14,1,"Action, Adult Animation, Adventure",Hulu
TV Show,D. Gray-man HALLOW,"March 17, 2017",2016,TV-14,1,"Anime, Science Fiction",Hulu
TV Show,Overlord,"March 17, 2017",2015,TV-MA,1,"Action, Anime",Hulu
TV Show,Spice and Wolf,"March 17, 2017",2008,TV-MA,2,"Anime, International",Hulu
TV Show,Tenchi Muyo! War on Geminar,"March 17, 2017",2009,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,The Future Diary,"March 17, 2017",2011,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,The Heroic Legend of Arslan,"March 17, 2017",2015,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,The Wallflower,"March 17, 2017",2006,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Tokyo ESP,"March 17, 2017",2014,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Tokyo Ravens,"March 17, 2017",2013,TV-14,1,"Action, Anime, International",Hulu
TV Show,Trigun,"March 17, 2017",1998,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,World Break: Aria of Curse for a Holy Swordsman,"March 17, 2017",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Yona of the Dawn,"March 17, 2017",2014,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Yu Yu Hakusho,"March 17, 2017",1992,TV-PG,4,"Action, Adventure, Anime",Hulu
TV Show,Mobile Suit Gundam 00,"February 20, 2017",2007,TV-MA,2,"Action, Adventure, Anime",Hulu
TV Show,Mobile Suit Gundam SEED Remaster,"February 20, 2017",2002,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Mobile Suit Gundam The 08th MS Team,"February 20, 2017",1996,TV-MA,1,"Anime, International, Science Fiction",Hulu
TV Show,Mobile Suit Gundam The Origin,"February 20, 2017",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Mobile Suit Gundam Wing,"February 20, 2017",1995,TV-MA,1,"Anime, International, Science Fiction",Hulu
TV Show,The Golden Girls,"February 13, 2017",1985,TV-PG,7,"Classics, Comedy, Sitcom",Hulu
TV Show,Devious Maids,"February 8, 2017",2013,TV-PG,4,Drama,Hulu
TV Show,24 Legacy,"February 6, 2017",2017,TV-14,1,"Action, Crime, Drama",Hulu
TV Show,Murder in the First,"February 4, 2017",2014,TV-MA,3,"Crime, Drama",Hulu
TV Show,Workaholics,"February 1, 2017",2011,TV-14,7,"Comedy, Sitcom",Hulu
TV Show,Wasted,"January 14, 2017",2016,TV-MA,1,"Comedy, International, Sitcom",Hulu
TV Show,Blue Exorcist Kyoto Saga,"January 13, 2017",2017,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,JoJo’s Bizarre Adventure,"January 11, 2017",2012,TV-MA,3,"Action, Adventure, Anime",Hulu
TV Show,Terraformars,"January 11, 2017",2016,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,Please Like Me,"January 7, 2017",2013,TV-MA,4,"Comedy, Drama, International",Hulu
TV Show,Sleepy Hollow,"January 7, 2017",2013,TV-14,4,"Adventure, Drama, Mystery",Hulu
TV Show,Chowder,"January 1, 2017",2014,TV-Y7,3,"Cartoons, Comedy, Kids",Hulu
TV Show,Barbarians Rising,"December 27, 2016",2016,TV-14,1,"Action, Adventure, Drama",Hulu
TV Show,Desperate Housewives,"December 22, 2016",2004,TV-14,8,Drama,Hulu
TV Show,Horace and Pete,"December 9, 2016",2016,TV-MA,1,"Comedy, Drama",Hulu
TV Show,The Powerpuff Girls (Classic),"November 21, 2016",1998,TV-Y7,6,"Adventure, Cartoons, Kids",Hulu
TV Show,Scott & Bailey,"November 15, 2016",2011,TV-14,5,"Crime, Drama, International",Hulu
TV Show,Feed the Beast,"October 31, 2016",2016,TV-14,1,Drama,Hulu
TV Show,Food Wars!,"October 13, 2016",2015,TV-MA,2,"Anime, Comedy, Drama",Hulu
TV Show,Mobile Suit Gundam: Iron-Blooded Orphans,"October 9, 2016",2015,TV-MA,2,"Action, Adventure, Anime",Hulu
TV Show,Hello World,"October 5, 2016",2016,TV-G,1,Science & Technology,Hulu
TV Show,Smallville,"October 1, 2016",2001,TV-14,10,"Action, Adventure, Drama",Hulu
TV Show,The Aliens,"September 2, 2016",2016,TV-MA,1,"Comedy, Drama, International",Hulu
TV Show,Blue Bloods en Español,"August 15, 2016",2010,TV-14,6,"Drama, Latino",Hulu
TV Show,Community,"August 15, 2016",2009,TV-14,6,"Comedy, Sitcom",Hulu
TV Show,Elementary en Español,"August 15, 2016",2012,TV-14,4,"Crime, Drama, Latino",Hulu
TV Show,The Amazing Race,"August 15, 2016",2001,TV-PG,29,"Action, Adventure, Family",Hulu
TV Show,Undercover Boss,"August 15, 2016",2010,TV-PG,7,"Family, Reality",Hulu
TV Show,Silk,"August 2, 2016",2011,TV-14,3,"Crime, Drama, International",Hulu
TV Show,My Strange Addiction,"July 1, 2016",2010,TV-PG,3,"Documentaries, Health & Wellness, Reality",Hulu
TV Show,Married,"June 16, 2016",2014,TV-MA,2,"Comedy, Sitcom",Hulu
TV Show,Banished,"June 15, 2016",2015,TV-MA,1,"Drama, History, International",Hulu
TV Show,Hunter x Hunter,"June 15, 2016",2011,TV-MA,2,"Action, Adventure, Anime",Hulu
TV Show,Rosaline,"June 7, 2016",2016,TV-Y7,1,"Cartoons, Kids, LGBTQ+",Hulu
TV Show,The Musketeers,"May 14, 2016",2014,TV-14,3,"Action, Adventure, Drama",Hulu
TV Show,Atlantis,"May 8, 2016",2013,TV-PG,2,"Action, Adventure, Drama",Hulu
TV Show,Pride and Prejudice,"May 4, 2016",1995,TV-14,1,"Classics, Drama, History",Hulu
TV Show,Bakuman,"May 1, 2016",2010,TV-14,3,"Anime, Comedy, Drama",Hulu
TV Show,Being Erica,"May 1, 2016",2009,TV-14,4,"Comedy, Drama, International",Hulu
TV Show,Dead Boss,"May 1, 2016",2012,TV-14,1,"Comedy, Crime, International",Hulu
TV Show,Epitafios,"May 1, 2016",2005,TV-MA,2,"Crime, Drama, Latino",Hulu
TV Show,In the Flesh,"May 1, 2016",2013,TV-14,2,"Drama, Horror, International",Hulu
TV Show,Jane Eyre (2006),"May 1, 2016",2006,TV-PG,1,"Drama, History, International",Hulu
TV Show,The Mighty Boosh,"May 1, 2016",2004,TV-14,3,"Comedy, International",Hulu
TV Show,Uncle,"May 1, 2016",2012,TV-14,2,"Comedy, International, Sitcom",Hulu
TV Show,Fear Factor,"April 28, 2016",2011,TV-14,7,"Adventure, Reality",Hulu
TV Show,Deadbeat,"April 20, 2016",2013,TV-14,3,"Comedy, Sitcom",Hulu
TV Show,Descendants of the Sun,"April 8, 2016",2016,TV-14,1,"Action, Adventure, Drama",Hulu
TV Show,Sailor Moon Crystal,"April 4, 2016",2014,TV-14,3,"Action, Adventure, Anime",Hulu
TV Show,Curious George,"March 31, 2016",2006,TV-Y,9,"Cartoons, Comedy, Kids",Hulu
TV Show,Jorge el Curioso,"March 31, 2016",2006,TV-G,9,"Adventure, Kids, Latino",Hulu
TV Show,Bob Ross - The Joy of Painting,"March 11, 2016",1983,TV-G,6,"Classics, Family, Lifestyle & Culture",Hulu
TV Show,Naruto Shippuden,"March 10, 2016",2007,TV-14,9,"Adventure, Anime, International",Hulu
TV Show,Dawson's Creek,"March 1, 2016",1998,TV-14,6,"Drama, Teen",Hulu
TV Show,11.22.63,"February 15, 2016",2016,TV-MA,1,"Drama, Science Fiction",Hulu
TV Show,Hunderby,"February 1, 2016",2012,TV-14,2,"Comedy, Drama, International",Hulu
TV Show,Mr. Bean,"February 1, 2016",1990,TV-G,1,"Comedy, Family, International",Hulu
TV Show,Dragon Ball GT,"January 29, 2016",1996,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,Project Greenlight,"January 26, 2016",2001,TV-MA,1,"Documentaries, Reality",Hulu
TV Show,Dagashi Kashi,"January 18, 2016",2016,TV-14,1,"Anime, Comedy",Hulu
TV Show,Undefeated Bahamut Chronicle,"January 18, 2016",2016,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Dimension W,"January 17, 2016",2016,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,"Grimgar, Ashes and Illusions","January 17, 2016",2016,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Saved by the Bell,"January 17, 2016",1988,TV-PG,5,"Comedy, Family, Sitcom",Hulu
TV Show,Saved by the Bell: Hawaiian Style,"January 17, 2016",1992,TV-PG,1,"Comedy, Family, Sitcom",Hulu
TV Show,Saved by the Bell: The College Years,"January 17, 2016",1993,TV-PG,1,"Comedy, Family, Sitcom",Hulu
TV Show,Saved by the Bell: Wedding in Las Vegas,"January 17, 2016",1994,TV-PG,1,"Comedy, Family, Sitcom",Hulu
TV Show,Divine Gate,"January 15, 2016",2016,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Special A,"January 15, 2016",2008,TV-14,1,"Anime, Comedy, Drama",Hulu
TV Show,Assassination Classroom,"January 14, 2016",2015,TV-14,2,"Action, Anime, International",Hulu
TV Show,Prince of Stride: Alternative,"January 12, 2016",2016,TV-PG,1,"Action, Anime, Drama",Hulu
TV Show,El Perro y El Gato,"January 1, 2016",2006,TV-Y7,1,"Family, Kids, Latino",Hulu
TV Show,Happy Endings,"January 1, 2016",2011,TV-14,3,"Comedy, Sitcom",Hulu
TV Show,Rosario + Vampire,"December 31, 2015",2008,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,The Goldbergs en Español,"December 25, 2015",2013,TV-14,2,"Comedy, Latino, Sitcom",Hulu
TV Show,Sailor Moon,"December 14, 2015",1992,TV-14,5,"Action, Anime, Comedy",Hulu
TV Show,The Millionaire Matchmaker,"December 7, 2015",2008,TV-14,1,"Reality, Romance",Hulu
TV Show,Heroes Cotidianos,"December 4, 2015",2015,TV-PG,1,"Documentaries, Latino",Hulu
TV Show,RocketJump: The Show,"December 2, 2015",2015,TV-14,1,"Comedy, Documentaries",Hulu
TV Show,Oh My Venus,"November 17, 2015",2015,TV-14,1,"Comedy, Drama, International",Hulu
TV Show,Rugrats,"November 9, 2015",1991,TV-Y,3,"Cartoons, Kids",Hulu
TV Show,The Guardian,"November 6, 2015",2001,TV-PG,3,Drama,Hulu
TV Show,The Lucy Show,"November 1, 2015",1967,TV-G,6,"Classics, Comedy, Family",Hulu
TV Show,Noragami,"October 19, 2015",2010,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,Shomin Sample,"October 16, 2015",2015,TV-14,1,"Anime, Comedy, Romance",Hulu
TV Show,Dance With Devils,"October 14, 2015",2015,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Attack on Titan: Junior High,"October 11, 2015",2015,TV-14,1,"Anime, Comedy, International",Hulu
TV Show,Chivalry of a Failed Knight,"October 10, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Heavy Object,"October 9, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Drake & Josh,"October 6, 2015",2004,TV-Y7,4,"Comedy, Family, Kids",Hulu
TV Show,Jersey Shore,"October 6, 2015",2009,TV-14,6,"Reality, Teen",Hulu
TV Show,Key & Peele,"October 6, 2015",2012,TV-14,5,"Black Stories, Comedy, Sketch Comedy",Hulu
TV Show,K,"October 2, 2015",2012,TV-14,2,"Action, Adventure, Anime",Hulu
TV Show,The Awesomes,"September 8, 2015",2013,TV-14,3,"Action, Adult Animation, Adventure",Hulu
TV Show,ItaKiss,"August 20, 2015",2008,TV-G,1,"Anime, Comedy",Hulu
TV Show,The Hotwives of Las Vegas,"August 18, 2015",2015,TV-14,1,"Comedy, Sitcom",Hulu
TV Show,Monster Musume: Everyday Life With Monster Girls,"August 7, 2015",2015,TV-MA,1,"Anime, Comedy, Romance",Hulu
TV Show,Ushio & Tora,"August 5, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Gate,"August 3, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Junjo Romantica,"July 22, 2015",2008,TV-MA,1,"Anime, Drama, International",Hulu
TV Show,Sky Wizards Academy,"July 22, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,The Awesomes en Español,"July 22, 2015",2013,TV-14,2,"Adult Animation, Comedy, Latino",Hulu
TV Show,Chaos Dragon,"July 20, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Intruders,"July 18, 2015",2014,TV-MA,1,"Drama, Horror, International",Hulu
TV Show,Shimoneta: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,"July 18, 2015",2015,TV-MA,1,"Action, Anime, Comedy",Hulu
TV Show,Prison School,"July 17, 2015",2015,TV-MA,1,"Anime, Comedy",Hulu
TV Show,GANGSTA.,"July 12, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,HAPPYish,"July 6, 2015",2015,TV-MA,1,Comedy,Hulu
TV Show,The Borgias,"July 6, 2015",2011,TV-MA,3,"Crime, Drama, History",Hulu
TV Show,The Green Room With Paul Provenza,"July 6, 2015",2010,TV-MA,2,Comedy,Hulu
TV Show,Over the Garden Wall,"June 7, 2015",2014,TV-PG,1,"Adventure, Cartoons, Kids",Hulu
TV Show,Whose Line Is It Anyway? (UK),"June 4, 2015",1988,TV-PG,4,"Comedy, International, Sketch Comedy",Hulu
TV Show,The Bravest Knight Who Ever Lived,"May 28, 2015",2014,TV-Y7,1,"Kids, LGBTQ+",Hulu
TV Show,Ben 10: Omniverse,"May 17, 2015",2012,TV-Y7,8,"Adventure, Cartoons, Kids",Hulu
TV Show,Moone Boy,"May 13, 2015",2012,TV-14,3,"Comedy, International",Hulu
TV Show,My Love Story!!,"May 9, 2015",2015,TV-PG,1,"Anime, Comedy, International",Hulu
TV Show,Ben 10 (2005),"May 1, 2015",2005,TV-Y7,4,"Adventure, Cartoons, Kids",Hulu
TV Show,Foster's Home for Imaginary Friends,"May 1, 2015",2004,TV-G,6,"Cartoons, Kids",Hulu
TV Show,Sons of Anarchy,"April 25, 2015",2008,TV-MA,7,"Action, Crime, Drama",Hulu
TV Show,Blood Blockade Battlefront,"April 18, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Major Lazer,"April 18, 2015",2015,TV-MA,1,"Action, Adult Animation",Hulu
TV Show,High School DxD,"April 15, 2015",2012,TV-MA,3,"Anime, International, Science Fiction",Hulu
TV Show,CSI: Crime Scene Investigation,"April 7, 2015",2000,TV-14,16,"Crime, Drama, Mystery",Hulu
TV Show,CSI: Crime Scene Investigation (Español),"April 7, 2015",2000,TV-14,16,"Crime, Drama, Latino",Hulu
TV Show,Parasyte: The Maxim,"March 6, 2015",2014,TV-MA,1,"Anime, Horror, International",Hulu
TV Show,Absolute Duo,"March 2, 2015",2015,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Behind the Mask,"February 26, 2015",2013,TV-14,2,"Documentaries, Sports",Hulu
TV Show,The Marvelous Misadventures of Flapjack,"February 1, 2015",2008,TV-Y7,3,"Adventure, Cartoons, Kids",Hulu
TV Show,.hack//Roots,"January 30, 2015",2006,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Stone Quackers,"January 24, 2015",2015,TV-MA,1,"Adult Animation, Comedy",Hulu
TV Show,Death Parade,"January 16, 2015",2015,TV-MA,1,"Anime, Drama, International",Hulu
TV Show,Kamisama Kiss,"January 12, 2015",2012,TV-PG,2,"Anime, Comedy, International",Hulu
TV Show,Cake Boss,"January 1, 2015",2009,TV-PG,1,"Cooking & Food, Family, Lifestyle & Culture",Hulu
TV Show,Stargate Atlantis,"December 19, 2014",2004,TV-14,5,"Action, Adventure, Family",Hulu
TV Show,Stargate Universe,"December 19, 2014",2009,TV-14,2,"Action, Adventure, Family",Hulu
TV Show,Body of Proof,"December 15, 2014",2011,TV-14,3,"Crime, Drama",Hulu
TV Show,Cold Squad,"December 15, 2014",1998,TV-14,7,"Crime, Drama, International",Hulu
TV Show,Date A Live,"December 5, 2014",2013,TV-14,2,"Anime, Comedy, International",Hulu
TV Show,Death Note,"December 1, 2014",2006,TV-14,1,"Anime, Crime, Drama",Hulu
TV Show,Inuyasha - The Final Act,"November 17, 2014",2009,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Naruto,"November 1, 2014",2005,TV-PG,4,"Adventure, Anime, International",Hulu
TV Show,Rage of Bahamut: Genesis,"October 13, 2014",2014,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Buddy Complex,"October 6, 2014",2014,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,With All Due Respect,"October 6, 2014",2014,TV-G,1,News,Hulu
TV Show,.hack//SIGN,"September 5, 2014",2002,TV-Y7,1,"Anime, Drama",Hulu
TV Show,David Copperfield,"August 28, 2014",1999,TV-PG,1,"Drama, History, International",Hulu
TV Show,Terror in Resonance,"August 28, 2014",2014,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Offspring,"August 22, 2014",2010,TV-MA,5,"Comedy, Drama, International",Hulu
TV Show,Quick Draw,"August 7, 2014",2013,TV-14,2,"Action, Adventure, Comedy",Hulu
TV Show,K-On!,"July 18, 2014",2010,TV-14,2,"Anime, Comedy, International",Hulu
TV Show,Melrose Place,"June 10, 2014",1992,TV-PG,7,"Drama, Romance",Hulu
TV Show,7th Heaven,"June 8, 2014",1996,TV-G,11,"Drama, Family",Hulu
TV Show,Flashpoint,"May 30, 2014",2009,TV-14,5,"Action, Crime, Drama",Hulu
TV Show,The Brady Bunch,"May 19, 2014",1969,TV-PG,5,"Classics, Comedy, Family",Hulu
TV Show,Wings,"May 18, 2014",1990,TV-PG,8,"Classics, Comedy, Family",Hulu
TV Show,Yu-Gi-Oh! ZEXAL,"May 12, 2014",2011,TV-G,3,"Action, Adventure, Anime",Hulu
TV Show,No Game No Life,"May 11, 2014",2014,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Ranma 1/2,"May 7, 2014",1989,TV-14,7,"Anime, Comedy, Romance",Hulu
TV Show,Australia's Next Top Model,"May 2, 2014",2005,TV-14,7,"Lifestyle & Culture, Reality",Hulu
TV Show,Beverly Hills 90210,"May 2, 2014",1990,TV-PG,10,"Drama, Romance, Teen",Hulu
TV Show,Cheers,"May 2, 2014",1982,TV-PG,11,"Classics, Comedy, Sitcom",Hulu
TV Show,Everybody Hates Chris,"May 2, 2014",2005,TV-PG,4,"Black Stories, Comedy, Family",Hulu
TV Show,Taxi,"May 2, 2014",1978,TV-PG,5,"Classics, Comedy, Sitcom",Hulu
TV Show,The Odd Couple,"May 2, 2014",1970,TV-PG,5,"Classics, Comedy, Sitcom",Hulu
TV Show,Ghost Whisperer,"April 17, 2014",2005,TV-PG,5,"Drama, Family, Mystery",Hulu
TV Show,Gargantia on the Verdurous Planet,"April 15, 2014",2013,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Bleach,"April 1, 2014",2006,TV-14,26,"Anime, International",Hulu
TV Show,Hello Ladies,"February 11, 2014",2013,TV-MA,1,Comedy,Hulu
TV Show,One Piece,"January 23, 2014",1999,TV-14,11,"Adventure, Anime, International",Hulu
TV Show,The Secret of Crickley Hall,"January 20, 2014",2012,TV-14,1,"Drama, Horror, International",Hulu
TV Show,Garfunkel And Oates,"January 1, 2014",2012,TV-MA,1,"Comedy, Music",Hulu
TV Show,Sense and Sensibility (2008),"December 20, 2013",2008,TV-PG,1,"Drama, International",Hulu
TV Show,Daniel Deronda,"November 29, 2013",2002,TV-PG,1,"Drama, History, International",Hulu
TV Show,Oliver Twist (2007),"November 29, 2013",2007,TV-14,1,"Adventure, Drama, International",Hulu
TV Show,Paradox,"November 29, 2013",2009,TV-14,1,"Action, Adventure, Drama",Hulu
TV Show,Dragon Ball,"November 15, 2013",2001,TV-14,5,"Action, Adventure, Anime",Hulu
TV Show,Saiyuki,"November 15, 2013",2000,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Ergo Proxy,"November 8, 2013",2006,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,Mother Up,"November 6, 2013",2013,TV-14,1,"Adult Animation, Comedy, Sitcom",Hulu
TV Show,Misfits,"October 31, 2013",2009,TV-MA,5,"Comedy, Drama, International",Hulu
TV Show,Fate / Stay Night,"October 30, 2013",2005,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Diabolik Lovers,"October 18, 2013",2013,TV-MA,1,"Anime, Drama, Horror",Hulu
TV Show,Daisy of Love,"October 3, 2013",2009,TV-PG,1,"Reality, Romance",Hulu
TV Show,Rock of Love,"October 3, 2013",2007,TV-14,3,"Reality, Romance",Hulu
TV Show,Coppelion,"October 2, 2013",2013,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Absolutely Fabulous,"October 1, 2013",1992,TV-PG,6,"Comedy, International, Sitcom",Hulu
TV Show,Blackadder,"October 1, 2013",1983,TV-PG,4,"Comedy, International, Sitcom",Hulu
TV Show,High School USA!,"September 27, 2013",2013,TV-MA,1,"Adult Animation, Comedy",Hulu
TV Show,Bedlam,"September 24, 2013",2011,TV-14,2,"Drama, Horror, International",Hulu
TV Show,Bleak House,"September 24, 2013",2005,TV-PG,1,"Crime, Drama, History",Hulu
TV Show,Lark Rise to Candleford,"September 24, 2013",2008,TV-PG,4,"Drama, International, Romance",Hulu
TV Show,New Tricks,"September 24, 2013",2006,TV-14,12,"Comedy, Crime, Drama",Hulu
TV Show,Upstairs Downstairs,"September 24, 2013",2011,TV-14,2,"Drama, International",Hulu
TV Show,Whitechapel,"September 24, 2013",2009,TV-14,4,"Crime, Drama, International",Hulu
TV Show,Clannad,"August 20, 2013",2009,TV-14,1,"Anime, Drama, International",Hulu
TV Show,Elfen Lied,"August 9, 2013",2009,TV-MA,1,"Anime, Drama, International",Hulu
TV Show,Danganronpa: The Animation,"July 12, 2013",2013,TV-MA,1,"Anime, International",Hulu
TV Show,Blood Lad,"July 7, 2013",2013,TV-14,1,"Action, Adventure, Anime",Hulu
TV Show,Sonic X,"June 29, 2013",2003,TV-Y7,3,"Adventure, Anime, International",Hulu
TV Show,Uta no Prince Sama,"June 27, 2013",2013,TV-14,2,"Anime, Comedy, International",Hulu
TV Show,Shameless (UK),"June 16, 2013",2004,TV-14,11,"Comedy, Drama, International",Hulu
TV Show,City Homicide,"April 3, 2013",2007,TV-14,5,"Crime, Drama, International",Hulu
TV Show,I Love Lucy,"December 26, 2012",1951,TV-G,6,"Classics, Comedy, Family",Hulu
TV Show,McLeod's Daughters,"December 24, 2012",2001,TV-PG,8,"Drama, International, Romance",Hulu
TV Show,"Say ""I Love You""","November 28, 2012",2012,TV-14,1,"Anime, International, Romance",Hulu
TV Show,Blood-C,"November 16, 2012",2011,TV-MA,1,"Action, Adventure, Anime",Hulu
TV Show,To Love Ru,"November 15, 2012",2008,TV-MA,1,"Anime, Comedy, International",Hulu
